"","$validation_var",".wx.1.id",".wx.3.experimental_condition",".wx.8.session_length",".wx.page_trail",".wx.pages_visited",".wx.user_agent","age","big_A10","big_A19","big_A24","big_A38","big_Ar11","big_Ar30","big_Ar37","big_C07","big_C08","big_C14","big_C26","big_C31","big_Cr20","big_Cr21","big_Cr29","big_Cr34","big_Cr39","big_E05","big_E06","big_E16","big_E18","big_E40","big_Er13","big_Er27","big_Er32","big_Er41","big_N02","big_N09","big_N22","big_N33","big_N36","big_Nr03","big_Nr12","big_Nr28","big_O04","big_O17","big_Or01","big_Or15","big_Or23","big_Or25","big_Or35","edu","fav_device","fbclid","gender","inc_cur","income","occ","os_pref","os_use","quit_early","rt_1","rt_2","rt_3","rt_4","rt_5","rt_6","seriousness","so","tech_interest","validation_kicked_in_2","vas_ar","vi_1","vi_2","vi_3","vi_4","vi_5","vi_6","z0_browser_screen_h","z0_browser_screen_w","start_time","end_time"
"105",NA,56405,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-01 19:27:03,2024-04-01 19:27:03
"106",TRUE,34056,"74VAS",759798,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html - thank.html - thank.html",10,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",26,4.3,4.6,3.8,3.5,4.5,2,5,2.9,2.9,4.2,5,1.5,4.7,1.2,1.6,2.9,1.7,3.1,2.2,3.5,2.9,3.6,1.5,3.4,3.6,4.2,4.8,3.7,4.6,3.4,3.7,1.7,4.5,3.8,3.4,5,5,4.4,4.6,4.8,4.6,"02","Head%20phones",NA,"woman","euro","800","05","win","win",NA,11158,NA,52869,40959,25513,71676,"participate","so",50,0,61,1,NA,1,1,1,1,800,360,2024-04-02 08:03:11,2024-04-11 03:06:29
"107",FALSE,44253,"89LIK",309,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",20,5,4,5,4,5,3,5,3,4,4,4,3,4,4,4,5,5,2,4,4,4,4,3,2,4,5,2,2,1,2,2,1,3,2,4,3,3,4,5,3,5,"02","Windows%20PC",NA,"man","euro",NA,"05","win","mac",NA,15425,NA,60419,39892,32746,104343,"participate","so",57,0,67,1,NA,1,1,1,1,727,1194,2024-04-02 11:03:06,2024-04-02 11:08:15
"108",FALSE,24988,"74VAS",299,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0",20,4.7,4.6,3.3,2.4,3.8,3.1,4.6,1.9,3,3.1,3.1,4.4,3.8,4.7,4.7,4,2.7,2.4,4.3,3.1,2.8,3.8,3.5,2.7,4.3,4.4,1.4,1.4,1.9,1.4,2.1,2.1,2.4,1.9,3.3,3.5,3.5,4.3,5,2.4,3.3,"02","android%20smartphone",NA,"woman","euro","0","05","win","win",NA,15043,NA,56490,64178,38608,65776,"participate","so",19,0,67,1,NA,1,1,1,1,864,1536,2024-04-02 13:53:52,2024-04-02 13:58:51
"109",TRUE,74738,"74VAS",1897,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0",28,4.2,4.8,4.6,3.6,4.3,3.9,4.7,4.2,4,4.3,4.3,3.5,3.5,3.6,2.8,3.4,3.5,3.5,4.3,3.7,3.2,3.7,2.8,2.7,4.3,3.9,2.4,2.5,2.5,1.8,2.5,2.5,2.6,2.2,3,2.9,3.8,3.8,2.7,1.4,2.6,"03","Android%20Smartphone",NA,"woman","euro","2000","01","win","other",NA,50688,NA,181096,117731,738928,369891,"participate",NA,54,0,60,1,NA,1,1,1,1,1080,1920,2024-04-02 14:05:19,2024-04-02 14:36:56
"110",FALSE,87018,"89LIK",438,"start.html - start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15",26,4,1,3,4,4,5,4,4,4,4,5,1,5,4,3,3,4,2,4,2,4,3,2,3,5,5,5,3,2,3,3,4,3,4,5,3,3,5,5,5,5,"03","Sony%20Camera",NA,"man","euro","1.500","05","mac","mac",NA,48782,NA,54100,83959,58331,98291,"participate","so",58,0,43,1,NA,1,1,1,1,1366,1024,2024-04-02 14:41:55,2024-04-02 14:49:13
"111",NA,62015,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"so",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-02 16:07:07,2024-04-02 16:07:07
"112",FALSE,47658,"89LIK",17324,"start.html - start.html - start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",16,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",40,4.2,2.2,4.4,4.4,3.8,3.4,4.5,3.7,3.4,3.3,5,1.8,5,1.3,2.7,2.2,3.9,1.9,1.7,2,3.5,1,2.7,3.5,3.8,3.2,4.3,5,5,4.5,5,3.4,5,5,5,3.4,3.2,5,3.4,5,5,"04","Android%20Smartphone%20",NA,"woman","euro",NA,"07","win","win",NA,26694,NA,87672,63949,45251,122593,"participate","so",82,0,19,1,NA,1,1,1,1,873,393,2024-04-02 16:07:46,2024-04-02 20:56:30
"113",FALSE,53628,"89LIK",274,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",24,5,4,4,5,4,5,4,4,4,4,5,5,4,2,2,4,4,3,4,2,4,2,2,2,2,4,3,2,2,5,5,4,5,2,5,4,5,4,5,5,5,"02","Apple%20Smartphone",NA,"woman","euro","1200","05","win","win",NA,20166,NA,40170,55245,40218,74689,"participate","so",42,0,55,1,NA,1,1,1,1,720,1280,2024-04-02 16:58:38,2024-04-02 17:03:12
"114",FALSE,2498,"89LIK",878,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",24,5,4,4,3,5,5,5,2,3,3,5,2,3,1,4,3,4,1,1,2,1,1,2,2,2,4,4,2,2,4,4,4,4,2,5,4,5,5,5,5,5,"04","Self-built%20PC%20%28runs%20Windows%29",NA,"nonbinary","dollar","3300","01","win","win",NA,725278,NA,19612,22556,22461,58839,"participate","jk",83,0,81,1,NA,1,1,1,1,1080,1920,2024-04-02 18:28:31,2024-04-02 18:43:09
"115",FALSE,53304,"74VAS",339,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15",22,5,2.3,4.5,3.4,4.4,4.8,3.5,2.1,2.4,2.4,3.2,1.5,2.4,2.4,2.5,3.2,2.7,3.2,3.1,2.7,2.6,2.3,2.5,2.8,3.6,3.5,2.5,2.7,2.7,2.6,2.9,3.5,3.4,3.7,2.7,2.6,3.5,3.4,3.7,3.5,3.3,"02","Apple%20Phone",NA,"woman","euro","450","05","mac","mac",NA,22112,NA,57007,63399,41594,91709,"participate","so",34,0,33,1,NA,1,1,1,1,1050,1680,2024-04-03 08:56:41,2024-04-03 09:02:20
"116",TRUE,14763,"74VAS",244,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",42,3.3,3.2,5,1.6,5,5,5,1,3.6,3.9,5,1.2,2.7,1,2.6,3,3.3,1,1,1,2.2,3,2.1,1,2.4,5,3.9,2.3,3.7,2.1,1,5,4.6,1,5,5,5,5,3.5,5,5,"04","Android%20smartphone",NA,"woman","euro","1500","05","win","win",NA,22051,NA,46834,38013,20173,77985,"participate","jk",23,0,76,1,NA,1,1,1,1,814,367,2024-04-03 10:18:41,2024-04-03 10:22:45
"117",NA,65264,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 14:07:15,2024-04-03 14:07:15
"118",NA,4322,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 14:33:37,2024-04-03 14:33:37
"119",FALSE,55023,"74VAS",339,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",24,4.7,3.9,4,1.2,4.5,2.6,3.4,3.8,3.9,5,3.8,4.9,2.8,4.6,3.6,5,4.2,3.9,3.8,3.8,4.5,3.7,4.3,4.1,1.7,5,2.3,1,1.5,1,1.2,3.5,3.3,1,4.9,4.1,4.6,5,4.8,4.9,5,"05","64%20core%20Tower%20PC%20",NA,"woman","euro","2700","01","linux","linux",NA,22815,NA,50979,48645,60667,91461,"participate","ind",91,0,77,1,NA,1,1,1,1,640,360,2024-04-03 14:50:23,2024-04-03 14:56:02
"120",FALSE,64808,"66VASnt",278,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",61,5,4.1,4.3,4,5,5,4.9,3.1,2.9,3.3,3.5,3.5,3.5,4.9,3.5,5,4.9,1.2,4.2,1.5,2.9,2.9,3.2,3,3.3,3.9,1,1,1.1,1.1,1.1,1,1,1,4.2,1.6,1.6,5,4.9,3.2,4.9,"05","Radio",NA,"man","euro","4500","01","win","win",NA,27697,48513,37646,65136,35561,62704,"participate","sc",38,0,55,1,1,1,1,1,1,1080,1920,2024-04-03 14:52:45,2024-04-03 14:57:23
"121",NA,55130,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 15:01:29,2024-04-03 15:01:29
"122",FALSE,39614,"66VASnt",634,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",31,4.4,4.9,3.6,4,3.1,4.4,4.6,2.2,2.9,3,4.5,1.5,3.9,4.3,3.3,3.2,4.7,3.9,4.5,5,4,4.3,3.8,2.6,3.5,5,2,1.7,3.5,1.7,3.6,2.1,3.8,1.4,5,3.8,5,4.8,5,3.8,4.8,"05","MacBook%20Air%20M2%20",NA,"man","euro","4500","05","mac","mac",NA,118534,73708,111226,52880,126654,147966,"participate","ind",50,0,82,1,1,1,1,1,1,667,375,2024-04-03 15:01:52,2024-04-03 15:12:26
"123",FALSE,66891,"89LIK",366,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",33,5,4,5,4,5,2,5,5,5,3,4,4,4,2,4,5,4,2,4,2,1,4,2,1,3,2,1,2,1,1,1,2,4,1,2,4,4,4,2,3,3,"04","Lenovo%20laptop",NA,"man","euro","2200","01","linux","linux",NA,39697,NA,47168,53683,38125,76913,"participate","ind",80,0,68,1,NA,1,1,1,1,873,393,2024-04-03 15:13:41,2024-04-03 15:19:47
"124",TRUE,63849,"74VAS",432,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0",28,4.8,2.7,4.6,3.7,4.7,4.4,4.8,3,3.4,3.1,4.9,3.3,4.6,3.5,2.6,3.6,4.6,1.4,3,2.4,2.2,2.8,1.6,1.3,2.5,2.4,2.6,4.6,2.9,2.9,3.6,2.7,4,3.7,3.8,4.1,5,4.9,4.7,4.9,4.5,"05","devices%20are%20like%20children%20-%20there%20is%20no%20favorite",NA,"woman","euro","2300","01","linux","linux",NA,55709,NA,87394,77789,44641,100768,"participate","ind",80,0,31,1,NA,1,1,1,1,1200,1920,2024-04-03 15:21:35,2024-04-03 15:28:47
"125",NA,79255,NA,0,"start.html",1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 15:25:31,2024-04-03 15:25:31
"126",NA,32933,NA,0,"start.html",1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 15:28:04,2024-04-03 15:28:04
"127",NA,94552,NA,0,"start.html",1,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:123.0) Gecko/20100101 Firefox/123.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 15:28:10,2024-04-03 15:28:10
"128",FALSE,70749,"89LIK",288,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",34,3,2,2,3,1,3,2,5,4,4,4,4,4,3,4,3,4,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,3,2,5,3,3,4,5,3,4,"04","Calculator",NA,"man","euro","1000","05","win","win",NA,50615,NA,40706,31561,37135,80246,"participate","ind",100,0,100,1,NA,1,1,1,1,740,360,2024-04-03 15:44:35,2024-04-03 15:49:23
"129",FALSE,6709,"74VAS",420,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",20,4.3,4.3,4.7,3.8,4.8,2.4,4.9,3.8,3.4,3.8,4.1,3.8,1.9,4.2,4.1,4.5,4.3,3.6,4.2,3.2,1,4.4,4.1,3.7,3.9,4.2,1.9,1.8,1.3,1.6,3.3,2.5,3.3,2,3.4,3.8,4.4,3.4,3.5,4.2,4.7,"01","Smartphone",NA,"woman","euro","80","05","mac","mac",NA,15817,NA,98688,85451,45319,110441,"participate","so",32,0,68,1,NA,1,1,1,1,1180,820,2024-04-03 15:57:18,2024-04-03 16:04:18
"130",FALSE,96923,"66VASnt",333,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",31,4.9,3.9,5,4.8,5,4.1,5,4.6,3.9,3.9,3.9,4,3.8,1.6,2.9,2.8,3.7,1.5,2.9,3.6,2.6,4.2,1.4,1.6,2.1,4.9,3.1,2.3,4.9,4,3.9,1.8,4,2.1,3.2,4.6,5,4.6,3.9,4.4,4.3,"05","Android%20Smartphone",NA,"woman","euro","800","05","win","win",NA,20696,101123,64955,35256,66950,38596,"participate","so",58,0,61,1,1,1,1,1,1,823,1463,2024-04-03 16:20:39,2024-04-03 16:26:12
"131",NA,13356,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 16:49:18,2024-04-03 16:49:18
"132",NA,53894,NA,14241617,"start.html - start.html - start.html",3,"Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"re",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 17:08:08,2024-09-15 13:08:25
"133",NA,60201,NA,0,"start.html",1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 17:38:06,2024-04-03 17:38:06
"134",NA,91270,NA,0,"start.html",1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 17:39:20,2024-04-03 17:39:20
"135",FALSE,72768,"74VAS",393,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",21,4.5,2.4,5,4.8,3.6,4.3,4.5,2.6,3.3,3.5,1.8,3.9,3.7,2.2,2.2,2.4,3.9,2.3,1.8,2.7,1.9,1.7,2.8,2.3,2.4,3.8,4.9,5,4.4,5,5,4.4,5,4.1,4.5,4.1,3.7,5,5,4.6,4.1,"04","Android%20Smartphone",NA,"woman","euro","400","05","mac","win",NA,20403,NA,83047,85649,95226,51766,"participate","so",24,0,50,1,NA,1,1,1,1,864,1536,2024-04-03 17:46:18,2024-04-03 17:52:51
"136",NA,38970,NA,0,"start.html",1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 19:36:33,2024-04-03 19:36:33
"137",NA,59124,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-03 22:32:00,2024-04-03 22:32:00
"138",NA,43918,"66VASnt",21,"start.html - 148.html",2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woman",NA,NA,NA,NA,NA,NA,19843,NA,NA,NA,NA,NA,"participate","ind",NA,0,NA,1,NA,NA,NA,NA,NA,771,360,2024-04-03 22:39:58,2024-04-03 22:40:19
"139",FALSE,8812,"89LIK",348,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 (Ecosia android@111.0.5563.116)",22,5,3,5,5,4,1,3,5,2,4,4,2,4,5,5,4,5,2,5,3,2,5,2,2,4,4,4,1,1,3,3,1,4,1,3,4,5,4,5,4,4,"04","Gigaset%20phone",NA,"woman","euro","500","01","win","win",NA,30308,NA,49652,47236,27685,106997,"participate","ind",9,0,40,1,NA,1,1,1,1,780,360,2024-04-04 04:35:17,2024-04-04 04:41:05
"140",FALSE,3709,"66VASnt",376,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",23,4.6,3.9,5,3.8,3.7,2.4,3.4,3.1,3.8,2.6,4.9,4.3,1.7,3.6,2.9,2.6,1.9,3.6,4.9,4.7,3,3.9,3.7,4.6,4.3,4.4,3.8,1.8,2.3,1,3.2,3.5,3.2,2.1,4.1,3,3.1,4,2.7,4.1,4.9,"01","iPhone%20",NA,"woman",NA,NA,"05","mac","mac",NA,19935,74413,83818,43120,64553,87327,"participate","so",88,0,87,1,1,1,1,1,1,926,428,2024-04-04 15:38:02,2024-04-04 15:44:18
"141",TRUE,9073,"74VAS",4642,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - demosend.html - thank.html - thank.html",9,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",20,3.7,3.5,4.5,4.2,4.9,3.6,5,1.2,1.9,2.4,4.6,1,2,1,1.9,2.4,3,3.4,4.1,3.5,3.3,3.7,3.7,4.2,5,5,4.3,4.2,4.1,2,3.5,4.3,2.2,3.6,5,1,5,5,5,5,5,"02","iPhone%20",NA,"woman","euro","700","05","mac","mac",NA,16808,NA,49925,32318,32492,59196,"participate","so",0,0,52,1,NA,1,1,1,1,844,390,2024-04-04 15:39:06,2024-04-04 16:56:28
