"$validation_var";".wx.1.id";".wx.2.ip";".wx.3.experimental_condition";".wx.4.start_time";".wx.5.start_date";".wx.6.end_time";".wx.7.end_date";".wx.8.session_length";".wx.page_trail";".wx.pages_visited";".wx.user_agent";"age";"big_A10";"big_A19";"big_A24";"big_A38";"big_Ar11";"big_Ar30";"big_Ar37";"big_C07";"big_C08";"big_C14";"big_C26";"big_C31";"big_Cr20";"big_Cr21";"big_Cr29";"big_Cr34";"big_Cr39";"big_E05";"big_E06";"big_E16";"big_E18";"big_E40";"big_Er13";"big_Er27";"big_Er32";"big_Er41";"big_N02";"big_N09";"big_N22";"big_N33";"big_N36";"big_Nr03";"big_Nr12";"big_Nr28";"big_O04";"big_O17";"big_Or01";"big_Or15";"big_Or23";"big_Or25";"big_Or35";"edu";"fav_device";"fbclid";"gender";"inc_cur";"income";"occ";"os_pref";"os_use";"quit_early";"rt_1";"rt_2";"rt_3";"rt_4";"rt_5";"rt_6";"seriousness";"so";"tech_interest";"validation_kicked_in_2";"vas_ar";"vi_1";"vi_2";"vi_3";"vi_4";"vi_5";"vi_6";"z0_browser_screen_h";"z0_browser_screen_w";
"0";"44253";"88.73.76.184";"89LIK";"11:03:06";"04/02/24";"11:08:15";"04/02/24";"309";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15";"20";"5";"4";"5";"4";"5";"3";"5";"3";"4";"4";"4";"3";"4";"4";"4";"5";"5";"2";"4";"4";"4";"4";"3";"2";"4";"5";"2";"2";"1";"2";"2";"1";"3";"2";"4";"3";"3";"4";"5";"3";"5";"02";"Windows%20PC";"";"man";"euro";"";"05";"win";"mac";"";"15425";"";"60419";"39892";"32746";"104343";"participate";"so";"57";"0";"67";"1";"";"1";"1";"1";"1";"727";"1194";
"0";"24988";"91.89.42.85";"74VAS";"13:53:52";"04/02/24";"13:58:51";"04/02/24";"299";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0";"20";"4.7";"4.6";"3.3";"2.4";"3.8";"3.1";"4.6";"1.9";"3";"3.1";"3.1";"4.4";"3.8";"4.7";"4.7";"4";"2.7";"2.4";"4.3";"3.1";"2.8";"3.8";"3.5";"2.7";"4.3";"4.4";"1.4";"1.4";"1.9";"1.4";"2.1";"2.1";"2.4";"1.9";"3.3";"3.5";"3.5";"4.3";"5";"2.4";"3.3";"02";"android%20smartphone";"";"woman";"euro";"0";"05";"win";"win";"";"15043";"";"56490";"64178";"38608";"65776";"participate";"so";"19";"0";"67";"1";"";"1";"1";"1";"1";"864";"1536";
"1";"74738";"134.34.26.102";"74VAS";"14:05:19";"04/02/24";"14:36:56";"04/02/24";"1897";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0";"28";"4.2";"4.8";"4.6";"3.6";"4.3";"3.9";"4.7";"4.2";"4";"4.3";"4.3";"3.5";"3.5";"3.6";"2.8";"3.4";"3.5";"3.5";"4.3";"3.7";"3.2";"3.7";"2.8";"2.7";"4.3";"3.9";"2.4";"2.5";"2.5";"1.8";"2.5";"2.5";"2.6";"2.2";"3";"2.9";"3.8";"3.8";"2.7";"1.4";"2.6";"03";"Android%20Smartphone";"";"woman";"euro";"2000";"01";"win";"other";"";"50688";"";"181096";"117731";"738928";"369891";"participate";"";"54";"0";"60";"1";"";"1";"1";"1";"1";"1080";"1920";
"0";"87018";"93.218.224.188";"89LIK";"14:41:55";"04/02/24";"14:49:13";"04/02/24";"438";"start.html - start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"8";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15";"26";"4";"1";"3";"4";"4";"5";"4";"4";"4";"4";"5";"1";"5";"4";"3";"3";"4";"2";"4";"2";"4";"3";"2";"3";"5";"5";"5";"3";"2";"3";"3";"4";"3";"4";"5";"3";"3";"5";"5";"5";"5";"03";"Sony%20Camera";"";"man";"euro";"1.500";"05";"mac";"mac";"";"48782";"";"54100";"83959";"58331";"98291";"participate";"so";"58";"0";"43";"1";"";"1";"1";"1";"1";"1366";"1024";
"";"62015";"134.34.26.102";"";"16:07:07";"04/02/24";"16:07:07";"04/02/24";"0";"start.html";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"so";"";"";"";"";"";"";"";"";"";"";"";
"0";"47658";"109.43.178.161";"89LIK";"16:07:46";"04/02/24";"20:56:30";"04/02/24";"17324";"start.html - start.html - start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"16";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"40";"4.2";"2.2";"4.4";"4.4";"3.8";"3.4";"4.5";"3.7";"3.4";"3.3";"5";"1.8";"5";"1.3";"2.7";"2.2";"3.9";"1.9";"1.7";"2";"3.5";"1";"2.7";"3.5";"3.8";"3.2";"4.3";"5";"5";"4.5";"5";"3.4";"5";"5";"5";"3.4";"3.2";"5";"3.4";"5";"5";"04";"Android%20Smartphone%20";"";"woman";"euro";"";"07";"win";"win";"";"26694";"";"87672";"63949";"45251";"122593";"participate";"so";"82";"0";"19";"1";"";"1";"1";"1";"1";"873";"393";
"0";"53628";"95.223.86.53";"89LIK";"16:58:38";"04/02/24";"17:03:12";"04/02/24";"274";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36";"24";"5";"4";"4";"5";"4";"5";"4";"4";"4";"4";"5";"5";"4";"2";"2";"4";"4";"3";"4";"2";"4";"2";"2";"2";"2";"4";"3";"2";"2";"5";"5";"4";"5";"2";"5";"4";"5";"4";"5";"5";"5";"02";"Apple%20Smartphone";"";"woman";"euro";"1200";"05";"win";"win";"";"20166";"";"40170";"55245";"40218";"74689";"participate";"so";"42";"0";"55";"1";"";"1";"1";"1";"1";"720";"1280";
"0";"2498";"24.46.51.239";"89LIK";"18:28:31";"04/02/24";"18:43:09";"04/02/24";"878";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0";"24";"5";"4";"4";"3";"5";"5";"5";"2";"3";"3";"5";"2";"3";"1";"4";"3";"4";"1";"1";"2";"1";"1";"2";"2";"2";"4";"4";"2";"2";"4";"4";"4";"4";"2";"5";"4";"5";"5";"5";"5";"5";"04";"Self-built%20PC%20%28runs%20Windows%29";"";"nonbinary";"dollar";"3300";"01";"win";"win";"";"725278";"";"19612";"22556";"22461";"58839";"participate";"jk";"83";"0";"81";"1";"";"1";"1";"1";"1";"1080";"1920";
"0";"53304";"95.223.86.12";"74VAS";"08:56:41";"04/03/24";"09:02:20";"04/03/24";"339";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15";"22";"5";"2.3";"4.5";"3.4";"4.4";"4.8";"3.5";"2.1";"2.4";"2.4";"3.2";"1.5";"2.4";"2.4";"2.5";"3.2";"2.7";"3.2";"3.1";"2.7";"2.6";"2.3";"2.5";"2.8";"3.6";"3.5";"2.5";"2.7";"2.7";"2.6";"2.9";"3.5";"3.4";"3.7";"2.7";"2.6";"3.5";"3.4";"3.7";"3.5";"3.3";"02";"Apple%20Phone";"";"woman";"euro";"450";"05";"mac";"mac";"";"22112";"";"57007";"63399";"41594";"91709";"participate";"so";"34";"0";"33";"1";"";"1";"1";"1";"1";"1050";"1680";
"1";"14763";"85.76.45.162";"74VAS";"10:18:41";"04/03/24";"10:22:45";"04/03/24";"244";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"42";"3.3";"3.2";"5";"1.6";"5";"5";"5";"1";"3.6";"3.9";"5";"1.2";"2.7";"1";"2.6";"3";"3.3";"1";"1";"1";"2.2";"3";"2.1";"1";"2.4";"5";"3.9";"2.3";"3.7";"2.1";"1";"5";"4.6";"1";"5";"5";"5";"5";"3.5";"5";"5";"04";"Android%20smartphone";"";"woman";"euro";"1500";"05";"win";"win";"";"22051";"";"46834";"38013";"20173";"77985";"participate";"jk";"23";"0";"76";"1";"";"1";"1";"1";"1";"814";"367";
"";"65264";"134.34.7.63";"";"14:07:15";"04/03/24";"14:07:15";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sc";"";"";"";"";"";"";"";"";"";"";"";
"";"4322";"89.163.216.65";"";"14:33:37";"04/03/24";"14:33:37";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sc";"";"";"";"";"";"";"";"";"";"";"";
"0";"55023";"141.51.238.186";"74VAS";"14:50:23";"04/03/24";"14:56:02";"04/03/24";"339";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"24";"4.7";"3.9";"4";"1.2";"4.5";"2.6";"3.4";"3.8";"3.9";"5";"3.8";"4.9";"2.8";"4.6";"3.6";"5";"4.2";"3.9";"3.8";"3.8";"4.5";"3.7";"4.3";"4.1";"1.7";"5";"2.3";"1";"1.5";"1";"1.2";"3.5";"3.3";"1";"4.9";"4.1";"4.6";"5";"4.8";"4.9";"5";"05";"64%20core%20Tower%20PC%20";"";"woman";"euro";"2700";"01";"linux";"linux";"";"22815";"";"50979";"48645";"60667";"91461";"participate";"ind";"91";"0";"77";"1";"";"1";"1";"1";"1";"640";"360";
"0";"64808";"82.193.239.219";"66VASnt";"14:52:45";"04/03/24";"14:57:23";"04/03/24";"278";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0";"61";"5";"4.1";"4.3";"4";"5";"5";"4.9";"3.1";"2.9";"3.3";"3.5";"3.5";"3.5";"4.9";"3.5";"5";"4.9";"1.2";"4.2";"1.5";"2.9";"2.9";"3.2";"3";"3.3";"3.9";"1";"1";"1.1";"1.1";"1.1";"1";"1";"1";"4.2";"1.6";"1.6";"5";"4.9";"3.2";"4.9";"05";"Radio";"";"man";"euro";"4500";"01";"win";"win";"";"27697";"48513";"37646";"65136";"35561";"62704";"participate";"sc";"38";"0";"55";"1";"1";"1";"1";"1";"1";"1080";"1920";
"";"55130";"88.130.144.188";"";"15:01:29";"04/03/24";"15:01:29";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"0";"39614";"77.11.146.27";"66VASnt";"15:01:52";"04/03/24";"15:12:26";"04/03/24";"634";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"31";"4.4";"4.9";"3.6";"4";"3.1";"4.4";"4.6";"2.2";"2.9";"3";"4.5";"1.5";"3.9";"4.3";"3.3";"3.2";"4.7";"3.9";"4.5";"5";"4";"4.3";"3.8";"2.6";"3.5";"5";"2";"1.7";"3.5";"1.7";"3.6";"2.1";"3.8";"1.4";"5";"3.8";"5";"4.8";"5";"3.8";"4.8";"05";"MacBook%20Air%20M2%20";"";"man";"euro";"4500";"05";"mac";"mac";"";"118534";"73708";"111226";"52880";"126654";"147966";"participate";"ind";"50";"0";"82";"1";"1";"1";"1";"1";"1";"667";"375";
"0";"66891";"185.104.138.50";"89LIK";"15:13:41";"04/03/24";"15:19:47";"04/03/24";"366";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"33";"5";"4";"5";"4";"5";"2";"5";"5";"5";"3";"4";"4";"4";"2";"4";"5";"4";"2";"4";"2";"1";"4";"2";"1";"3";"2";"1";"2";"1";"1";"1";"2";"4";"1";"2";"4";"4";"4";"2";"3";"3";"04";"Lenovo%20laptop";"";"man";"euro";"2200";"01";"linux";"linux";"";"39697";"";"47168";"53683";"38125";"76913";"participate";"ind";"80";"0";"68";"1";"";"1";"1";"1";"1";"873";"393";
"1";"63849";"141.51.87.130";"74VAS";"15:21:35";"04/03/24";"15:28:47";"04/03/24";"432";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0";"28";"4.8";"2.7";"4.6";"3.7";"4.7";"4.4";"4.8";"3";"3.4";"3.1";"4.9";"3.3";"4.6";"3.5";"2.6";"3.6";"4.6";"1.4";"3";"2.4";"2.2";"2.8";"1.6";"1.3";"2.5";"2.4";"2.6";"4.6";"2.9";"2.9";"3.6";"2.7";"4";"3.7";"3.8";"4.1";"5";"4.9";"4.7";"4.9";"4.5";"05";"devices%20are%20like%20children%20-%20there%20is%20no%20favorite";"";"woman";"euro";"2300";"01";"linux";"linux";"";"55709";"";"87394";"77789";"44641";"100768";"participate";"ind";"80";"0";"31";"1";"";"1";"1";"1";"1";"1200";"1920";
"";"79255";"141.51.238.186";"";"15:25:31";"04/03/24";"15:25:31";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"";"32933";"77.11.146.27";"";"15:28:04";"04/03/24";"15:28:04";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"";"94552";"141.51.87.23";"";"15:28:10";"04/03/24";"15:28:10";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:123.0) Gecko/20100101 Firefox/123.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"0";"70749";"92.72.54.221";"89LIK";"15:44:35";"04/03/24";"15:49:23";"04/03/24";"288";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"34";"3";"2";"2";"3";"1";"3";"2";"5";"4";"4";"4";"4";"4";"3";"4";"3";"4";"5";"5";"5";"5";"4";"4";"4";"4";"4";"2";"2";"2";"2";"2";"2";"3";"2";"5";"3";"3";"4";"5";"3";"4";"04";"Calculator";"";"man";"euro";"1000";"05";"win";"win";"";"50615";"";"40706";"31561";"37135";"80246";"participate";"ind";"100";"0";"100";"1";"";"1";"1";"1";"1";"740";"360";
"0";"6709";"37.201.4.167";"74VAS";"15:57:18";"04/03/24";"16:04:18";"04/03/24";"420";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15";"20";"4.3";"4.3";"4.7";"3.8";"4.8";"2.4";"4.9";"3.8";"3.4";"3.8";"4.1";"3.8";"1.9";"4.2";"4.1";"4.5";"4.3";"3.6";"4.2";"3.2";"1";"4.4";"4.1";"3.7";"3.9";"4.2";"1.9";"1.8";"1.3";"1.6";"3.3";"2.5";"3.3";"2";"3.4";"3.8";"4.4";"3.4";"3.5";"4.2";"4.7";"01";"Smartphone";"";"woman";"euro";"80";"05";"mac";"mac";"";"15817";"";"98688";"85451";"45319";"110441";"participate";"so";"32";"0";"68";"1";"";"1";"1";"1";"1";"1180";"820";
"0";"96923";"93.217.117.120";"66VASnt";"16:20:39";"04/03/24";"16:26:12";"04/03/24";"333";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36";"31";"4.9";"3.9";"5";"4.8";"5";"4.1";"5";"4.6";"3.9";"3.9";"3.9";"4";"3.8";"1.6";"2.9";"2.8";"3.7";"1.5";"2.9";"3.6";"2.6";"4.2";"1.4";"1.6";"2.1";"4.9";"3.1";"2.3";"4.9";"4";"3.9";"1.8";"4";"2.1";"3.2";"4.6";"5";"4.6";"3.9";"4.4";"4.3";"05";"Android%20Smartphone";"";"woman";"euro";"800";"05";"win";"win";"";"20696";"101123";"64955";"35256";"66950";"38596";"participate";"so";"58";"0";"61";"1";"1";"1";"1";"1";"1";"823";"1463";
"";"13356";"88.130.144.188";"";"16:49:18";"04/03/24";"16:49:18";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"";"53894";"47.128.57.54";"";"17:08:08";"04/03/24";"13:08:25";"09/15/24";"14241617";"start.html - start.html - start.html";"3";"Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"re";"";"";"";"";"";"";"";"";"";"";"";
"";"60201";"93.230.223.243";"";"17:38:06";"04/03/24";"17:38:06";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"";"91270";"93.230.223.243";"";"17:39:20";"04/03/24";"17:39:20";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"0";"72768";"217.250.86.204";"74VAS";"17:46:18";"04/03/24";"17:52:51";"04/03/24";"393";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0";"21";"4.5";"2.4";"5";"4.8";"3.6";"4.3";"4.5";"2.6";"3.3";"3.5";"1.8";"3.9";"3.7";"2.2";"2.2";"2.4";"3.9";"2.3";"1.8";"2.7";"1.9";"1.7";"2.8";"2.3";"2.4";"3.8";"4.9";"5";"4.4";"5";"5";"4.4";"5";"4.1";"4.5";"4.1";"3.7";"5";"5";"4.6";"4.1";"04";"Android%20Smartphone";"";"woman";"euro";"400";"05";"mac";"win";"";"20403";"";"83047";"85649";"95226";"51766";"participate";"so";"24";"0";"50";"1";"";"1";"1";"1";"1";"864";"1536";
"";"38970";"91.49.56.70";"";"19:36:33";"04/03/24";"19:36:33";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ind";"";"";"";"";"";"";"";"";"";"";"";
"";"59124";"89.163.216.65";"";"22:32:00";"04/03/24";"22:32:00";"04/03/24";"0";"start.html";"1";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sc";"";"";"";"";"";"";"";"";"";"";"";
"";"43918";"88.152.9.98";"66VASnt";"22:39:58";"04/03/24";"22:40:19";"04/03/24";"21";"start.html - 148.html";"2";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"woman";"";"";"";"";"";"";"19843";"";"";"";"";"";"participate";"ind";"";"0";"";"1";"";"";"";"";"";"771";"360";
"0";"8812";"186.2.178.41";"89LIK";"04:35:17";"04/04/24";"04:41:05";"04/04/24";"348";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 (Ecosia android@111.0.5563.116)";"22";"5";"3";"5";"5";"4";"1";"3";"5";"2";"4";"4";"2";"4";"5";"5";"4";"5";"2";"5";"3";"2";"5";"2";"2";"4";"4";"4";"1";"1";"3";"3";"1";"4";"1";"3";"4";"5";"4";"5";"4";"4";"04";"Gigaset%20phone";"";"woman";"euro";"500";"01";"win";"win";"";"30308";"";"49652";"47236";"27685";"106997";"participate";"ind";"9";"0";"40";"1";"";"1";"1";"1";"1";"780";"360";
"0";"3709";"95.208.211.81";"66VASnt";"15:38:02";"04/04/24";"15:44:18";"04/04/24";"376";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"23";"4.6";"3.9";"5";"3.8";"3.7";"2.4";"3.4";"3.1";"3.8";"2.6";"4.9";"4.3";"1.7";"3.6";"2.9";"2.6";"1.9";"3.6";"4.9";"4.7";"3";"3.9";"3.7";"4.6";"4.3";"4.4";"3.8";"1.8";"2.3";"1";"3.2";"3.5";"3.2";"2.1";"4.1";"3";"3.1";"4";"2.7";"4.1";"4.9";"01";"iPhone%20";"";"woman";"";"";"05";"mac";"mac";"";"19935";"74413";"83818";"43120";"64553";"87327";"participate";"so";"88";"0";"87";"1";"1";"1";"1";"1";"1";"926";"428";
"1";"9073";"95.208.211.68";"74VAS";"15:39:06";"04/04/24";"16:56:28";"04/04/24";"4642";"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - demosend.html - thank.html - thank.html";"9";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1";"20";"3.7";"3.5";"4.5";"4.2";"4.9";"3.6";"5";"1.2";"1.9";"2.4";"4.6";"1";"2";"1";"1.9";"2.4";"3";"3.4";"4.1";"3.5";"3.3";"3.7";"3.7";"4.2";"5";"5";"4.3";"4.2";"4.1";"2";"3.5";"4.3";"2.2";"3.6";"5";"1";"5";"5";"5";"5";"5";"02";"iPhone%20";"";"woman";"euro";"700";"05";"mac";"mac";"";"16808";"";"49925";"32318";"32492";"59196";"participate";"so";"0";"0";"52";"1";"";"1";"1";"1";"1";"844";"390";
